Date.Time,OceanTemp.C
7/15/19 6:00,14.36111111
7/15/19 7:00,14.14611111
7/15/19 8:00,13.97777778
7/15/19 9:00,14.02611111
7/15/19 10:00,13.54611111
7/15/19 11:00,13.71388889
7/15/19 12:00,13.66611111
7/15/19 13:00,13.66611111
7/15/19 14:00,14.02611111
7/15/19 15:00,14.505
7/15/19 16:00,14.67277778
7/15/19 17:00,14.625
7/15/19 18:00,14.52888889
7/15/19 19:00,14.505
7/15/19 20:00,14.40888889
7/15/19 21:00,14.72111111
7/15/19 22:00,14.72111111
7/15/19 23:00,14.45722222
7/16/19 0:00,14.21777778
7/16/19 1:00,14.07388889
7/16/19 2:00,13.90611111
7/16/19 3:00,13.59388889
7/16/19 4:00,13.54611111
7/16/19 5:00,14.43277778
7/16/19 6:00,14.505
7/16/19 7:00,14.64888889
7/16/19 8:00,14.45722222
7/16/19 9:00,14.29
7/16/19 10:00,14.05
7/16/19 11:00,14.55277778
7/16/19 12:00,14.29
7/16/19 13:00,14.33722222
7/16/19 14:00,13.59388889
7/16/19 15:00,14.45722222
7/16/19 16:00,13.83388889
7/16/19 17:00,15.12722222
7/16/19 18:00,13.78611111
7/16/19 19:00,14.93611111
7/16/19 20:00,15.72388889
7/16/19 21:00,15.055
7/16/19 22:00,14.86388889
7/16/19 23:00,14.57722222
7/17/19 0:00,14.21777778
7/17/19 1:00,14.17
7/17/19 2:00,13.32888889
7/17/19 3:00,13.40111111
7/17/19 4:00,13.49722222
7/17/19 5:00,12.70277778
7/17/19 6:00,13.59388889
7/17/19 7:00,14.385
7/17/19 8:00,14.29
7/17/19 9:00,14.81611111
7/17/19 10:00,15.29388889
7/17/19 11:00,15.46111111
7/17/19 12:00,16.05777778
7/17/19 13:00,16.77277778
7/17/19 14:00,16.225
7/17/19 15:00,16.53388889
7/17/19 16:00,16.10611111
7/17/19 17:00,17.03388889
7/17/19 18:00,16.05777778
7/17/19 19:00,16.55777778
7/17/19 20:00,17.20111111
7/17/19 21:00,17.17722222
7/17/19 22:00,16.915
7/17/19 23:00,16.60611111
7/18/19 0:00,16.36777778
7/18/19 1:00,16.01
7/18/19 2:00,15.34222222
7/18/19 3:00,14.745
7/18/19 4:00,14.745
7/18/19 5:00,14.21777778
7/18/19 6:00,13.71388889
7/18/19 7:00,14.91222222
7/18/19 8:00,15.12722222
7/18/19 9:00,14.14611111
7/18/19 10:00,14.21777778
7/18/19 11:00,14.09777778
7/18/19 12:00,14.21777778
7/18/19 13:00,14.02611111
7/18/19 14:00,13.93
7/18/19 15:00,14.29
7/18/19 16:00,13.52222222
7/18/19 17:00,12.775
7/18/19 18:00,13.25722222
7/18/19 19:00,13.20888889
7/18/19 20:00,12.82277778
